NUM_ANP,ID_ANP,ID_DOF,NOMBRE,CAT_MANEJO,ESTADOS,REGION,SUPERFICIE,S_TERRES,S_MARINA,PRIM_DEC,ULT_DOF,PM,CERT_SINAP
185,ANP00606185,6.6.02.185,Lago de Texcoco,APRN,Estado de México,Centro y Eje Neovolcánico,14000.33485000000,14000.33485000000,0.00000000000,2022/03/22,2022/03/22,2024/06/05,
186,ANP00907186,9.7.07.186,Jaguar,APFF,Quintana Roo,Península de Yucatán y Caribe Mexicano,2249.71043000000,2249.71043000000,0.00000000000,2022/07/27,2022/07/27,2024/02/19,
51,ANP00803051,8.3.03.051,Lagunas de Montebello,PN,Chiapas,"Frontera Sur, Istmo y Pacífico Sur",6545.62899200000,6545.62899200000,0.00000000000,1959/12/16,1959/12/16,2009/12/18,
42,ANP00503042,5.3.05.042,El Lago de Camécuaro,PN,Michoacán,Occidente y Pacífico Centro,6.47859300000,6.47859300000,0.00000000000,1941/03/08,1941/03/08,2025/03/28,
69,ANP00903069,9.3.01.069,Tulum,PN,Quintana Roo,Península de Yucatán y Caribe Mexicano,664.32130000000,664.32130000000,0.00000000000,1981/04/23,1981/04/23,2024/01/12,
187,ANP00606187,6.6.03.187,Peña Colorada,APRN,Queretaro,Centro y Eje Neovolcánico,4843.59731200000,4843.59731200000,0.00000000000,2023/05/08,2023/05/08,,
200,ANP00207200,2.7.05.200,Juan M. Banderas,APFF,Sinaloa,Noroeste y Alto Golfo de California,2489.22733200000,2489.22733200000,0.00000000000,2023/08/16,2023/08/16,,
188,ANP00607188,6.7.04.188,Hermenegildo Galeana,APFF,Guerrero,Centro y Eje Neovolcánico,282.40186700000,282.40186700000,0.00000000000,2023/08/15,2023/08/15,,
189,ANP00907189,9.7.08.189,Jacinto Pat,APFF,Quintana Roo,Península de Yucatán y Caribe Mexicano,16.64508200000,16.64508200000,0.00000000000,2023/08/15,2023/08/15,,
190,ANP00103190,1.3.08.190,Loreto II,PN,Baja California Sur,Península de Baja California y Pacífico Norte,6217.52054800000,6217.52054800000,0.00000000000,2023/08/15,2023/08/15,,
192,ANP00103192,1.3.10.192,San Quintín,PN,Baja California,Península de Baja California y Pacífico Norte,85.90286500000,85.90286500000,0.00000000000,2023/08/15,2023/08/15,,
193,ANP00603193,6.3.27.193,Vicente Guerrero,PN,Guerrero,Centro y Eje Neovolcánico,723.89130500000,723.89130500000,0.00000000000,2023/08/15,2023/08/15,,
194,ANP00907194,9.7.09.194,Cenote Aerolito,APFF,Quintana Roo,Península de Yucatán y Caribe Mexicano,10.20106800000,10.20106800000,0.00000000000,2023/08/15,2023/08/15,,
195,ANP00907195,9.7.10.195,Playa Delfines,APFF,Quintana Roo,Península de Yucatán y Caribe Mexicano,4.88269600000,4.88269600000,0.00000000000,2023/08/15,2023/08/15,,
196,ANP00807196,8.7.06.196,Bajos de Coyula,APFF,Oaxaca,"Frontera Sur, Istmo y Pacífico Sur",1923.14748300000,1923.14748300000,0.00000000000,2023/08/15,2023/08/15,,
197,ANP00803197,8.3.07.197,Huatulco II,PN,Oaxaca,"Frontera Sur, Istmo y Pacífico Sur",2237.95121000000,2237.95121000000,0.00000000000,2023/08/15,2023/08/15,,
198,ANP00907198,9.7.11.198,San Buenaventura,APFF,Quintana Roo,Península de Yucatán y Caribe Mexicano,37.90867900000,37.90867900000,0.00000000000,2023/08/15,2023/08/15,,
199,ANP00803199,8.3.08.199,Ricardo Flores Magón,PN,Oaxaca,"Frontera Sur, Istmo y Pacífico Sur",1812.59603400000,1812.59603400000,0.00000000000,2023/08/16,2023/08/15,,
201,ANP00901201,9.1.10.201,Balam Kú,RB,Campeche,Península de Yucatán y Caribe Mexicano,463441.75973100000,463441.75973100000,0.00000000000,2023/08/31,2023/08/31,,
202,ANP00907202,9.7.12.202,Balam Kin,APFF,Campeche,Península de Yucatán y Caribe Mexicano,115658.24748599999,115658.24748599999,0.00000000000,2023/08/31,2023/08/31,,
203,ANP00701203,7.1.04.203,Wanha',RB,Tabasco,Planicie Costera y Golfo de México,38255.64177600000,38255.64177600000,0.00000000000,2023/08/31,2023/08/31,,
101,ANP00901101,9.1.02.101,Calakmul,RB,Campeche,Península de Yucatán y Caribe Mexicano,728908.57631300006,728908.57631300006,0.00000000000,1989/05/23,2023/08/31,2000/04/07,SINAP 001
204,ANP00208204,2.8.03.204,Playa El Verde Camacho,SANT,Sinaloa,Noroeste y Alto Golfo de California,128.48024000000,128.48024000000,0.00000000000,2023/12/29,2023/12/29,,
205,ANP00708205,7.8.02.205,Playa Lechuguillas,SANT,Veracruz,Planicie Costera y Golfo de México,147.14334900000,147.14334900000,0.00000000000,2023/12/29,2023/12/29,,
206,ANP00808206,8.8.05.206,Barra de la Cruz-Playa Grande,SANT,Oaxaca,"Frontera Sur, Istmo y Pacífico Sur",56.19136700000,56.19136700000,0.00000000000,2024/01/08,2024/01/08,,
207,ANP00903207,9.3.09.207,Nuevo Uxmal,PN,Campeche y Yucatán,Península de Yucatán y Caribe Mexicano,1698.54252000000,1698.54252000000,0.00000000000,2024/01/08,2024/01/08,,
208,ANP00808208,8.8.06.208,Playa Morro Ayuta,SANT,Oaxaca,"Frontera Sur, Istmo y Pacífico Sur",90.69287900000,90.69287900000,0.00000000000,2024/01/08,2024/01/08,,
216,ANP00807216,8.7.07.216,Humedales de Montaña La Kisst y María Eugenia,APFF,Chiapas,"Frontera Sur, Istmo y Pacífico Sur",215.70692300000,215.70692300000,0.00000000000,2024/01/08,2024/01/11,,
217,ANP00507217,5.7.05.217,Canoas,APFF,Colima,Occidente y Pacífico Centro,20416.65033900000,20416.65033900000,0.00000000000,2024/01/08,2024/01/11,,
209,ANP00708209,7.8.03.209,Playas del Totonacapan,SANT,Veracruz,Planicie Costera y Golfo de México,81.90046700000,81.90046700000,0.00000000000,2024/01/08,2024/01/08,,
218,ANP00501218,5.1.06.218,La Sierra de Vallejo-Río Ameca,RB,Jalisco y Nayarit,Occidente y Pacífico Centro,225398.27633200001,225398.27633200001,0.00000000000,2024/01/08,2024/01/11,,
219,ANP00308219,3.8.01.219,Cotorra Serrana Occidental,SANT,Chihuahua,Norte y Sierra Madre Occidental,418.66399900000,418.66399900000,0.00000000000,2024/01/08,2024/01/11,,
220,ANP00601220,6.1.07.220,Sierra Tecuani,RB,Guerrero,Centro y Eje Neovolcánico,348140.97374200000,348140.97374200000,0.00000000000,2024/01/08,2024/01/11,,
221,ANP00407221,4.7.08.221,Semidesierto Zacatecano,APFF,Zacatecas,Noreste y Sierra Madre Oriental,223796.02416999999,223796.02416999999,0.00000000000,2024/01/08,2024/01/11,,
222,ANP00907222,9.7.13.222,Manglares de Puerto Morelos,APFF,Quintana Roo,Península de Yucatán y Caribe Mexicano,1103.00352800000,1103.00352800000,0.00000000000,2024/01/08,2024/01/11,,
210,ANP00703210,7.3.05.210,Carmen Serdán,PN,Puebla,Planicie Costera y Golfo de México,198.61134300000,198.61134300000,0.00000000000,2024/01/08,2024/01/08,,
223,ANP00606223,6.6.04.223,Lago Tláhuac-Xico,APRN,Ciudad de México y Estado de México,Centro y Eje Neovolcánico,3545.41406600000,3545.41406600000,0.00000000000,2024/01/08,2024/01/11,,
224,ANP00706224,7.6.02.224,Tlachinoltepetl,APRN,Veracruz,Planicie Costera y Golfo de México,1185.61005600000,1185.61005600000,0.00000000000,2024/01/08,2024/01/11,,
211,ANP00908211,9.8.03.211,Playa Chenkan,SANT,Campeche,Península de Yucatán y Caribe Mexicano,39.55599600000,39.55599600000,0.00000000000,2024/01/08,2024/01/08,,
212,ANP00903212,9.3.10.212,Bajos del Norte,PN,Se ubica en el área conocida como Banco de Campeche en el Golfo de México,Península de Yucatán y Caribe Mexicano,1304114.89159999997,0.00000000000,1304114.89159999997,2024/01/08,2024/01/08,,
213,ANP00508213,5.8.10.213,Playa Platanitos,SANT,Nayarit,Occidente y Pacífico Centro,79.81318500000,79.81318500000,0.00000000000,2024/01/08,2024/01/08,,
214,ANP00503214,5.3.09.214,Zona Marina de la Isla Isabel,PN,Se ubica en el Golfo de California,Occidente y Pacífico Centro,31695.85856600000,0.00000000000,31695.85856600000,2024/01/08,2024/01/08,,
215,ANP00808215,8.8.07.215,Playa Cahuitan,SANT,Oaxaca,"Frontera Sur, Istmo y Pacífico Sur",261.07653000000,261.07653000000,0.00000000000,2024/01/08,2024/01/08,,
59,ANP00301059,3.1.01.059,La Michilía,RB,Durango,Norte y Sierra Madre Occidental,35000.00000000000,35000.00000000000,0.00000000000,1979/07/18,2000/06/07,2024/11/27,SINAP 029
49,ANP05306049,5.6.02.049,C.A.D.N.R. 043 Estado de Nayarit,APRN,"Aguascalientes, Jalisco, Durango, Nayarit y Zacatecas","Norte y Sierra Madre Occidental; Occidente y Pacífico Centro",2192656.36927302647,2192656.36927299993,0.00000000000,1949/08/03,2002/11/07,,
80,ANP00708080,7.8.01.080,Playa Rancho Nuevo,SANT,Tamaulipas,Planicie Costera y Golfo de México,1843.82355100000,1843.82355100000,0.00000000000,1986/10/29,2022/12/24,2024/07/31,
81,ANP00508081,5.8.02.081,Playa Piedra de Tlacoyunque,SANT,Guerrero,Occidente y Pacífico Centro,98.01423600000,98.01423600000,0.00000000000,1986/10/29,2022/12/24,2025/06/05,
82,ANP00508082,5.8.03.082,Playa Mexiquillo,SANT,Michoacán,Occidente y Pacífico Centro,100.15565900000,100.15565900000,0.00000000000,1986/10/29,2022/12/24,,
83,ANP00508083,5.8.04.083,Playa Cuitzmala,SANT,Jalisco,Occidente y Pacífico Centro,20.92927000000,20.92927000000,0.00000000000,1986/10/29,2022/12/24,2025/06/16,
84,ANP00808084,8.8.01.084,Playa Chacahua,SANT,Oaxaca,"Frontera Sur, Istmo y Pacífico Sur",545.63287300000,545.63287300000,0.00000000000,1986/10/29,2022/12/24,2025/04/15,
85,ANP00208085,2.8.01.085,Playa Ceuta,SANT,Sinaloa,Noroeste y Alto Golfo de California,503.09337600000,503.09337600000,0.00000000000,1986/10/29,2022/12/24,2025/06/16,
86,ANP00808086,8.8.02.086,Playa Tierra Colorada,SANT,Guerrero,"Frontera Sur, Istmo y Pacífico Sur",263.72044600000,263.72044600000,0.00000000000,1986/10/29,2022/12/24,2025/06/05,
87,ANP00908087,9.8.01.087,Playa Ría Lagartos,SANT,Yucatán,Península de Yucatán y Caribe Mexicano,827.35917100000,827.35917100000,0.00000000000,1986/10/29,2022/12/24,2025/04/10,
88,ANP00908088,9.8.02.088,Playas de Isla Contoy,SANT,Quintana Roo,Península de Yucatán y Caribe Mexicano,10.74810132705,10.74810132705,0.00000000000,1986/10/29,2022/12/24,2025/06/16,
89,ANP00208089,2.8.02.089,Playa Huizache Caimanero,SANT,Sinaloa,Noroeste y Alto Golfo de California,451.48826297304,451.48826297304,0.00000000000,1986/10/29,2022/12/24,2025/06/05,
90,ANP00508090,5.8.05.090,Playa El Tecuán,SANT,Jalisco,Occidente y Pacífico Centro,52.30530300000,52.30530300000,0.00000000000,1986/10/29,2022/12/24,2025/04/08,
91,ANP00508091,5.8.06.091,Playa Mismaloya,SANT,Jalisco,Occidente y Pacífico Centro,810.66729800000,810.66729800000,0.00000000000,1986/10/29,2022/12/24,2025/06/05,
92,ANP00508092,5.8.07.092,Playa Maruata,SANT,Michoacán,Occidente y Pacífico Centro,12.42976800000,12.42976800000,0.00000000000,1986/10/29,2022/12/24,,
93,ANP00508093,5.8.08.093,Playa Colola,SANT,Michoacán,Occidente y Pacífico Centro,77.04939100000,77.04939100000,0.00000000000,1986/10/29,2022/12/24,,
94,ANP00808094,8.8.03.094,Playa Puerto Arista,SANT,Chiapas,"Frontera Sur, Istmo y Pacífico Sur",726.48102500000,726.48102500000,0.00000000000,1986/10/29,2022/12/24,,
95,ANP00808095,8.8.04.095,Playa Escobilla,SANT,Oaxaca,"Frontera Sur, Istmo y Pacífico Sur",263.13095300000,263.13095300000,0.00000000000,1986/10/29,2022/12/24,2025/06/16,
226,ANP00803226,8.3.09.226,Tangolunda,PN,Oaxaca,"Frontera Sur, Istmo y Pacífico Sur",110.32953700000,110.32953700000,0.00000000000,2024/02/26,2024/02/26,,
225,ANP00306225,3.6.01.225,Ríos y Montañas de la Comarca Lagunera,APRN,Durango,Norte y Sierra Madre Occidental,172924.09515700000,172924.09515700000,0.00000000000,2024/01/08,2024/01/11,,
232,ANP00806232,8.6.02.232,Villa Allende,APRN,Chiapas,"Frontera Sur, Istmo y Pacífico Sur",20080.26630200000,20080.26630200000,0.00000000000,2024/09/30,2024/09/30,,
66,ANP00803066,8.3.04.066,Cañón del Sumidero,PN,Chiapas,"Frontera Sur, Istmo y Pacífico Sur",21789.41900000000,21789.41900000000,0.00000000000,1980/12/08,1981/02/06,,
191,ANP00103191,1.3.09.191,Nopoló,PN,Baja California Sur,Península de Baja California y Pacífico Norte,2076.51917500000,2076.51917500000,0.00000000000,2023/08/15,2023/08/15,,
12,ANP00603012,6.3.07.012,Fuentes Brotantes de Tlalpan,PN,Ciudad de México,Centro y Eje Neovolcánico,129.00000000000,129.00000000000,0.00000000000,1936/09/28,1936/09/28,,
79,ANP00508079,5.8.01.079,Playa Teopa,SANT,Jalisco,Occidente y Pacífico Centro,30.80815000000,30.80815000000,0.00000000000,1986/10/29,2022/12/24,2025/07/04,
99,ANP00607099,6.7.02.099,Corredor Biológico Chichinautzin,APFF,Morelos,Centro y Eje Neovolcánico,37302.40625000000,37302.40625000000,0.00000000000,1988/11/30,1988/11/30,,SINAP 031
